Transaction ID,date,Customer ID,Gender,Age,Product Category,sales,price,Total Amount,year,month,day,day_of_week,is_weekend,price_diff,price_change_pct,rolling_mean_7,rolling_std_7,sales_lag_1,customer_segment
15,2023-01-16,14,0,0.5217391304347826,2,1.0,1.0,2000,2023,1,16,0,0,0.9947368421052631,0.8329156223893068,0.8461538461538461,0.5610836076867812,1.0,1
16,2023-02-17,15,1,0.02173913043478265,1,0.6666666666666667,1.0,1500,2023,2,17,4,0,0.5,0.04761904761904762,0.8846153846153846,0.47140452079103085,1.0,0
17,2023-04-22,16,0,0.19565217391304346,1,1.0,0.0,100,2023,4,22,5,1,0.0,0.0,0.8846153846153846,0.47140452079103085,0.75,0
18,2023-04-30,17,0,0.6304347826086956,2,0.3333333333333333,0.0,50,2023,4,30,6,1,0.5,0.04761904761904762,0.8846153846153846,0.47140452079103085,1.0,2
19,2023-09-16,18,0,0.9565217391304348,1,0.3333333333333333,0.0,50,2023,9,16,5,1,0.5,0.04761904761904762,0.8461538461538461,0.5610836076867812,0.5,3
20,2023-11-05,19,1,0.08695652173913049,1,0.6666666666666667,0.5789473684210527,900,2023,11,5,6,1,0.7894736842105263,0.598997493734336,0.8461538461538461,0.5610836076867812,0.5,0
21,2023-01-14,20,0,0.6956521739130435,0,0.0,1.0,500,2023,1,14,5,1,0.7105263157894737,0.08103592314118631,0.7307692307692307,0.69388866648871,0.75,2
22,2023-10-15,21,1,0.0,1,0.3333333333333333,0.05263157894736842,100,2023,10,15,6,1,0.026315789473684237,0.002506265664160401,0.6538461538461537,0.6085806194501836,0.25,0
23,2023-04-12,22,0,0.3695652173913043,1,1.0,0.01052631578947369,120,2023,4,12,2,0,0.4789473684210526,0.027568922305764413,0.6923076923076923,0.7071067811865465,0.5,1
24,2023-11-29,23,0,0.673913043478261,1,0.0,0.5789473684210527,300,2023,11,29,2,0,0.7842105263157895,0.4987468671679198,0.5769230769230769,0.6666666666666656,1.0,2
25,2023-12-26,24,0,1.0,0,0.0,0.05263157894736842,50,2023,12,26,1,0,0.2368421052631579,0.005847953216374269,0.5384615384615384,0.7200822998230945,0.25,3
26,2023-10-07,25,0,0.21739130434782616,2,0.3333333333333333,1.0,1000,2023,10,7,5,1,0.9736842105263157,0.4987468671679198,0.5384615384615384,0.7200822998230945,0.25,0
27,2023-08-03,26,0,0.4347826086956522,0,0.3333333333333333,0.0,50,2023,8,3,3,0,0.0,0.0,0.5,0.6666666666666656,0.5,1
28,2023-04-23,27,0,0.5434782608695652,0,0.0,1.0,500,2023,4,23,6,1,1.0,1.0,0.5,0.6666666666666656,0.5,2
29,2023-08-18,28,0,0.5217391304347826,2,0.0,0.01052631578947369,30,2023,8,18,4,0,0.0052631578947368585,0.0005012531328320857,0.4615384615384615,0.6938886664887097,0.25,1
30,2023-10-29,29,0,0.4565217391304348,0,0.6666666666666667,0.5789473684210527,900,2023,10,29,6,1,0.7842105263157895,0.4987468671679198,0.4230769230769231,0.49065338146265713,0.25,1
31,2023-05-23,30,1,0.5652173913043479,2,1.0,0.5789473684210527,1200,2023,5,23,1,0,0.5,0.04761904761904762,0.5384615384615384,0.7200822998230945,0.75,2
32,2023-01-04,31,1,0.26086956521739135,0,0.6666666666666667,0.01052631578947369,90,2023,1,4,2,0,0.21578947368421053,0.002506265664160401,0.6153846153846153,0.69388866648871,1.0,1
33,2023-03-23,32,0,0.6956521739130435,2,0.3333333333333333,0.05263157894736842,100,2023,3,23,3,0,0.5210526315789473,0.08103592314118631,0.6153846153846153,0.69388866648871,0.75,2
34,2023-12-24,33,0,0.7173913043478262,1,0.6666666666666667,0.05263157894736842,150,2023,12,24,6,1,0.5,0.04761904761904762,0.6538461538461537,0.7071067811865466,0.5,2
35,2023-08-05,34,0,0.8695652173913044,0,0.6666666666666667,0.5789473684210527,900,2023,8,5,5,1,0.763157894736842,0.29824561403508776,0.7307692307692307,0.5931710140017387,0.75,3
36,2023-06-24,35,1,0.7391304347826086,0,0.6666666666666667,0.5789473684210527,900,2023,6,24,5,1,0.5,0.04761904761904762,0.8076923076923077,0.3600411499115473,0.75,2
37,2023-05-23,36,0,0.0,0,0.6666666666666667,0.0,75,2023,5,23,1,0,0.21052631578947367,0.001670843776106934,0.8076923076923077,0.3600411499115473,0.75,0
38,2023-03-21,37,1,0.4347826086956522,0,1.0,0.05263157894736842,200,2023,3,21,1,0,0.5263157894736842,0.09774436090225565,0.8076923076923077,0.3600411499115473,0.75,1
39,2023-04-21,38,1,0.10869565217391308,1,1.0,0.01052631578947369,120,2023,4,21,4,0,0.4789473684210526,0.027568922305764413,0.8461538461538461,0.43033148291193474,1.0,0
40,2023-06-22,39,1,0.5869565217391305,0,0.0,0.05263157894736842,50,2023,6,22,3,0,0.5210526315789473,0.08103592314118631,0.8076923076923077,0.6236095644623227,1.0,2
41,2023-02-22,40,1,0.34782608695652173,1,0.3333333333333333,0.0,50,2023,2,22,2,0,0.4736842105263158,0.02255639097744361,0.7692307692307692,0.6666666666666657,0.25,1
42,2023-02-17,41,1,0.08695652173913049,1,0.6666666666666667,0.5789473684210527,900,2023,2,17,4,0,0.7894736842105263,0.598997493734336,0.7692307692307692,0.6666666666666657,0.5,0
43,2023-07-14,42,0,0.6521739130434783,1,0.0,0.5789473684210527,300,2023,7,14,4,0,0.5,0.04761904761904762,0.6923076923076923,0.7934920476158712,0.75,2
44,2023-02-19,43,0,0.08695652173913049,1,0.0,0.0,25,2023,2,19,6,1,0.21052631578947367,0.001670843776106934,0.6153846153846153,0.8606629658238693,0.25,0
45,2023-07-03,44,0,0.8043478260869565,2,0.0,0.01052631578947369,30,2023,7,3,0,0,0.5052631578947369,0.05764411027568923,0.5,0.7576767609436574,0.25,3
46,2023-06-26,45,0,0.043478260869565244,2,1.0,0.5789473684210527,1200,2023,6,26,0,0,0.7842105263157895,0.4987468671679198,0.5,0.7576767609436574,0.25,0
47,2023-11-06,46,0,0.4782608695652174,0,0.6666666666666667,1.0,1500,2023,11,6,0,0,0.7105263157894737,0.08103592314118631,0.5769230769230769,0.7576767609436574,1.0,1
48,2023-05-16,47,1,0.7826086956521738,2,0.6666666666666667,0.5789473684210527,900,2023,5,16,1,0,0.2894736842105263,0.027568922305764413,0.6153846153846153,0.7817359599705705,0.75,3
49,2023-01-23,48,0,0.7826086956521738,2,0.3333333333333333,1.0,1000,2023,1,23,0,0,0.7105263157894737,0.08103592314118631,0.5769230769230769,0.7576767609436574,0.75,3
50,2023-08-24,49,0,0.19565217391304346,0,0.6666666666666667,0.0,75,2023,8,24,3,0,0.0,0.0,0.6538461538461537,0.7071067811865465,0.5,0
51,2023-10-02,50,1,0.19565217391304346,0,0.6666666666666667,0.0,75,2023,10,2,0,0,0.5,0.04761904761904762,0.7307692307692307,0.5931710140017387,0.75,0
52,2023-03-05,51,0,0.3913043478260869,0,0.0,0.5789473684210527,300,2023,3,5,6,1,0.7894736842105263,0.598997493734336,0.7307692307692307,0.5931710140017387,0.75,1
53,2023-07-13,52,1,0.34782608695652173,2,0.3333333333333333,0.05263157894736842,100,2023,7,13,3,0,0.2368421052631579,0.005847953216374269,0.6538461538461537,0.49065338146265736,0.25,1
54,2023-02-10,53,0,0.4347826086956522,2,0.6666666666666667,1.0,1500,2023,2,10,4,0,0.9736842105263157,0.4987468671679198,0.6538461538461537,0.49065338146265736,0.5,1
55,2023-10-10,54,1,0.28260869565217395,0,1.0,0.01052631578947369,120,2023,10,10,1,0,0.0052631578947368585,0.0005012531328320857,0.6923076923076923,0.6085806194501837,0.75,1
56,2023-05-31,55,0,0.17391304347826086,1,0.6666666666666667,0.5789473684210527,900,2023,5,31,2,0,0.7842105263157895,0.4987468671679198,0.7307692307692307,0.5931710140017387,1.0,0
57,2023-11-18,56,0,0.9782608695652173,0,0.0,0.01052631578947369,30,2023,11,18,5,1,0.21578947368421053,0.002506265664160401,0.6538461538461537,0.7071067811865465,0.75,3
58,2023-11-13,57,1,0.0,1,1.0,0.5789473684210527,1200,2023,11,13,0,0,0.7842105263157895,0.4987468671679198,0.6923076923076923,0.7934920476158712,0.25,0
59,2023-07-05,58,1,0.9565217391304348,1,0.0,0.05263157894736842,50,2023,7,5,2,0,0.2368421052631579,0.005847953216374269,0.6923076923076923,0.7934920476158712,1.0,3
60,2023-10-23,59,1,0.26086956521739135,0,0.6666666666666667,0.05263157894736842,150,2023,10,23,0,0,0.5,0.04761904761904762,0.7307692307692307,0.7817359599705707,0.25,1
61,2023-04-09,60,1,0.06521739130434784,0,1.0,0.05263157894736842,200,2023,4,9,6,1,0.5,0.04761904761904762,0.7692307692307692,0.8388704928078602,0.75,0
62,2023-12-27,61,1,0.0,0,0.3333333333333333,0.05263157894736842,100,2023,12,27,2,0,0.5,0.04761904761904762,0.6923076923076923,0.7934920476158712,1.0,0
63,2023-02-05,62,1,0.8478260869565217,2,0.3333333333333333,0.0,50,2023,2,5,6,1,0.4736842105263158,0.02255639097744361,0.6538461538461537,0.7934920476158712,0.5,3
64,2023-01-24,63,1,0.673913043478261,1,1.0,0.0,100,2023,1,24,1,0,0.5,0.04761904761904762,0.7692307692307692,0.7576767609436578,0.5,2
65,2023-12-05,64,1,0.7173913043478262,2,1.0,1.0,2000,2023,12,5,1,0,1.0,1.0,0.7692307692307692,0.7576767609436578,1.0,2
66,2023-04-27,65,0,0.5869565217391305,2,0.0,0.01052631578947369,30,2023,4,27,3,0,0.0052631578947368585,0.0005012531328320857,0.7692307692307692,0.7576767609436578,1.0,2
67,2023-05-29,66,0,0.6521739130434783,0,1.0,0.5789473684210527,1200,2023,5,29,0,0,0.7842105263157895,0.4987468671679198,0.8076923076923077,0.8050764858994123,0.25,2
68,2023-02-10,67,1,0.15217391304347827,2,0.0,0.5789473684210527,300,2023,2,10,4,0,0.5,0.04761904761904762,0.6923076923076923,0.8713548411865611,1.0,0
69,2023-04-30,68,0,0.8260869565217392,0,0.6666666666666667,0.0,75,2023,4,30,6,1,0.21052631578947367,0.001670843776106934,0.7307692307692307,0.8606629658238694,0.25,3
70,2023-02-21,69,0,0.5434782608695652,1,0.0,0.5789473684210527,300,2023,2,21,1,0,0.7894736842105263,0.598997493734336,0.6923076923076923,0.9428090415820622,0.75,2
71,2023-07-14,70,0,0.7173913043478262,0,1.0,0.0,100,2023,7,14,4,0,0.21052631578947367,0.001670843776106934,0.6923076923076923,0.9428090415820622,0.25,2
72,2023-05-23,71,0,0.043478260869565244,2,1.0,1.0,2000,2023,5,23,1,0,1.0,1.0,0.6923076923076923,0.9428090415820622,1.0,0
73,2023-08-21,72,1,0.23913043478260876,2,0.6666666666666667,0.01052631578947369,90,2023,8,21,0,0,0.0052631578947368585,0.0005012531328320857,0.7692307692307692,0.83887049280786,1.0,0
74,2023-11-22,73,0,0.0,0,1.0,1.0,2000,2023,11,22,2,0,0.9947368421052631,0.8329156223893068,0.7692307692307692,0.83887049280786,0.75,0
75,2023-07-06,74,1,0.9347826086956521,0,1.0,0.05263157894736842,200,2023,7,6,3,0,0.026315789473684237,0.002506265664160401,0.8846153846153846,0.6938886664887101,1.0,3
76,2023-03-25,75,0,0.08695652173913049,2,0.3333333333333333,0.05263157894736842,100,2023,3,25,5,1,0.5,0.04761904761904762,0.8461538461538461,0.7576767609436578,1.0,0
77,2023-07-09,76,0,0.6304347826086956,1,0.3333333333333333,0.05263157894736842,100,2023,7,9,6,1,0.5,0.04761904761904762,0.8846153846153846,0.5931710140017388,0.5,2
78,2023-07-01,77,0,0.6304347826086956,1,0.6666666666666667,1.0,1500,2023,7,1,5,1,0.9736842105263157,0.4987468671679198,0.8461538461538461,0.5610836076867814,0.5,2
79,2023-04-18,78,1,0.34782608695652173,0,0.0,0.5789473684210527,300,2023,4,18,1,0,0.2894736842105263,0.027568922305764413,0.7307692307692307,0.69388866648871,0.75,1
80,2023-12-10,79,0,1.0,1,0.3333333333333333,0.01052631578947369,60,2023,12,10,6,1,0.21578947368421053,0.002506265664160401,0.6923076923076923,0.7071067811865465,0.25,3
81,2023-05-17,80,1,0.4782608695652174,2,0.0,0.05263157894736842,50,2023,5,17,2,0,0.5210526315789473,0.08103592314118631,0.5769230769230769,0.6666666666666655,0.5,1
82,2023-12-26,81,0,0.30434782608695654,0,1.0,0.05263157894736842,200,2023,12,26,1,0,0.5,0.04761904761904762,0.5769230769230769,0.6666666666666655,0.25,1
83,2023-12-16,82,1,0.7826086956521738,2,0.3333333333333333,0.05263157894736842,100,2023,12,16,5,1,0.5,0.04761904761904762,0.5769230769230769,0.6666666666666655,1.0,3
84,2023-11-28,83,0,0.4347826086956522,2,0.6666666666666667,0.01052631578947369,90,2023,11,28,1,0,0.4789473684210526,0.027568922305764413,0.6153846153846153,0.6938886664887097,0.5,1
85,2023-02-06,84,1,0.28260869565217395,1,0.6666666666666667,0.05263157894736842,150,2023,2,6,0,0,0.5210526315789473,0.08103592314118631,0.6153846153846153,0.6938886664887097,0.75,1
86,2023-11-08,85,1,0.02173913043478265,0,0.6666666666666667,0.01052631578947369,90,2023,11,8,2,0,0.4789473684210526,0.027568922305764413,0.6923076923076923,0.6085806194501836,0.75,0
87,2023-11-22,86,0,0.21739130434782616,0,0.3333333333333333,0.05263157894736842,100,2023,11,22,2,0,0.5210526315789473,0.08103592314118631,0.6923076923076923,0.6085806194501836,0.75,0
88,2023-03-29,87,1,0.8260869565217392,1,0.0,1.0,500,2023,3,29,2,0,0.9736842105263157,0.4987468671679198,0.6923076923076923,0.6085806194501836,0.5,3
89,2023-10-01,88,0,0.8043478260869565,2,1.0,1.0,2000,2023,10,1,6,1,0.5,0.04761904761904762,0.6923076923076923,0.6085806194501836,0.25,3
90,2023-05-06,89,0,0.7173913043478262,2,0.0,0.01052631578947369,30,2023,5,6,5,1,0.0052631578947368585,0.0005012531328320857,0.6538461538461537,0.7071067811865465,1.0,2
91,2023-03-25,90,0,0.8043478260869565,2,0.0,1.0,500,2023,3,25,5,1,0.9947368421052631,0.8329156223893068,0.5769230769230769,0.7576767609436574,0.25,3
92,2023-08-25,91,0,0.7173913043478262,2,1.0,0.01052631578947369,120,2023,8,25,4,0,0.0052631578947368585,0.0005012531328320857,0.6153846153846153,0.8606629658238693,0.25,2
93,2023-07-14,92,0,0.3695652173913043,0,1.0,1.0,2000,2023,7,14,4,0,0.9947368421052631,0.8329156223893068,0.6538461538461537,0.942809041582062,1.0,1
94,2023-05-19,93,0,0.6304347826086956,0,0.3333333333333333,1.0,1000,2023,5,19,4,0,0.5,0.04761904761904762,0.6538461538461537,0.942809041582062,1.0,2
95,2023-11-24,94,0,0.30434782608695654,1,0.3333333333333333,0.01052631578947369,60,2023,11,24,4,0,0.0052631578947368585,0.0005012531328320857,0.6923076923076923,0.8713548411865611,0.5,1
96,2023-12-19,95,0,0.5652173913043479,1,0.3333333333333333,0.5789473684210527,600,2023,12,19,1,0,0.7842105263157895,0.4987468671679198,0.6153846153846153,0.7817359599705704,0.5,2
97,2023-10-13,96,0,0.7173913043478262,0,0.3333333333333333,1.0,1000,2023,10,13,4,0,0.7105263157894737,0.08103592314118631,0.6538461538461537,0.7071067811865464,0.5,2
98,2023-04-23,97,0,0.8043478260869565,0,0.3333333333333333,0.05263157894736842,100,2023,4,23,6,1,0.026315789473684237,0.002506265664160401,0.6923076923076923,0.6085806194501835,0.5,3
99,2023-12-17,98,0,0.6956521739130435,2,1.0,0.5789473684210527,1200,2023,12,17,6,1,0.763157894736842,0.29824561403508776,0.6923076923076923,0.6085806194501835,0.5,2
100,2023-06-16,99,1,0.5,2,0.0,0.01052631578947369,30,2023,6,16,4,0,0.21578947368421053,0.002506265664160401,0.5769230769230769,0.5610836076867809,1.0,1
101,2023-01-29,101,1,0.30434782608695654,1,0.3333333333333333,0.5789473684210527,600,2023,1,29,6,1,0.7842105263157895,0.4987468671679198,0.5769230769230769,0.5610836076867809,0.25,1
102,2023-04-28,102,0,0.6304347826086956,0,0.3333333333333333,0.0,50,2023,4,28,4,0,0.21052631578947367,0.001670843776106934,0.5769230769230769,0.5610836076867809,0.5,2
103,2023-01-17,103,0,0.8913043478260869,1,0.0,0.0,25,2023,1,17,1,0,0.5,0.04761904761904762,0.5384615384615384,0.6236095644623223,0.5,3
104,2023-06-11,104,0,0.34782608695652173,0,0.3333333333333333,1.0,1000,2023,6,11,6,1,1.0,1.0,0.5384615384615384,0.6236095644623223,0.25,1
105,2023-07-25,105,0,0.08695652173913049,2,0.0,1.0,500,2023,7,25,1,0,0.5,0.04761904761904762,0.5,0.6666666666666654,0.5,0
106,2023-05-18,106,0,0.6086956521739131,1,0.0,0.05263157894736842,50,2023,5,18,3,0,0.026315789473684237,0.002506265664160401,0.3846153846153846,0.3333333333333316,0.25,2
107,2023-02-03,107,0,0.06521739130434784,1,1.0,0.5789473684210527,1200,2023,2,3,4,0,0.763157894736842,0.29824561403508776,0.5,0.6666666666666654,0.25,0
108,2023-04-19,108,0,0.19565217391304346,0,0.6666666666666667,0.0,75,2023,4,19,2,0,0.21052631578947367,0.001670843776106934,0.5384615384615384,0.7200822998230944,1.0,0
109,2023-10-18,109,0,0.34782608695652173,2,1.0,1.0,2000,2023,10,18,2,0,1.0,1.0,0.6153846153846153,0.860662965823869,0.75,1
110,2023-06-11,110,1,0.19565217391304346,1,0.6666666666666667,0.5789473684210527,900,2023,6,11,6,1,0.2894736842105263,0.027568922305764413,0.6923076923076923,0.7934920476158711,1.0,0
111,2023-04-19,111,0,0.34782608695652173,2,0.6666666666666667,1.0,1500,2023,4,19,2,0,0.7105263157894737,0.08103592314118631,0.7307692307692307,0.7817359599705705,0.75,1
112,2023-12-02,112,1,0.4130434782608696,1,0.6666666666666667,1.0,1500,2023,12,2,5,1,0.5,0.04761904761904762,0.8076923076923077,0.6236095644623226,0.75,1
113,2023-09-13,113,0,0.5,2,0.3333333333333333,0.0,50,2023,9,13,2,0,0.0,0.0,0.8461538461538461,0.4303314829119345,0.75,1
114,2023-07-22,114,0,0.08695652173913049,0,1.0,0.0,100,2023,7,22,5,1,0.5,0.04761904761904762,0.8461538461538461,0.4303314829119345,0.5,0
115,2023-11-26,115,1,0.7173913043478262,1,0.6666666666666667,1.0,1500,2023,11,26,6,1,1.0,1.0,0.8461538461538461,0.4303314829119345,1.0,2
116,2023-08-23,116,0,0.10869565217391308,1,0.0,0.01052631578947369,30,2023,8,23,2,0,0.0052631578947368585,0.0005012531328320857,0.7307692307692307,0.5931710140017387,0.75,0
117,2023-03-15,117,1,0.02173913043478265,2,0.3333333333333333,1.0,1000,2023,3,15,2,0,0.9947368421052631,0.8329156223893068,0.6923076923076923,0.6085806194501838,0.25,0
118,2023-05-16,118,0,0.26086956521739135,2,1.0,1.0,2000,2023,5,16,1,0,0.5,0.04761904761904762,0.7307692307692307,0.6938886664887101,0.5,1
119,2023-03-13,119,0,0.9130434782608696,1,0.6666666666666667,0.05263157894736842,150,2023,3,13,0,0,0.026315789473684237,0.002506265664160401,0.7307692307692307,0.6938886664887101,1.0,3
120,2023-05-07,120,1,0.9130434782608696,0,0.0,0.05263157894736842,50,2023,5,7,6,1,0.5,0.04761904761904762,0.6923076923076923,0.7934920476158712,0.75,3
121,2023-10-15,121,0,0.21739130434782616,2,1.0,0.05263157894736842,200,2023,10,15,6,1,0.5,0.04761904761904762,0.6923076923076923,0.7934920476158712,0.25,0
122,2023-10-03,122,1,1.0,2,1.0,0.01052631578947369,120,2023,10,3,1,0,0.4789473684210526,0.027568922305764413,0.7307692307692307,0.8606629658238694,1.0,3
123,2023-05-15,123,0,0.4782608695652174,2,0.3333333333333333,0.01052631578947369,60,2023,5,15,0,0,0.5,0.04761904761904762,0.7692307692307692,0.7576767609436578,1.0,1
124,2023-10-27,124,1,0.32608695652173914,1,1.0,1.0,2000,2023,10,27,4,0,0.9947368421052631,0.8329156223893068,0.8461538461538461,0.7576767609436578,0.5,1
125,2023-08-08,125,1,0.6521739130434783,1,0.3333333333333333,0.05263157894736842,100,2023,8,8,1,0,0.026315789473684237,0.002506265664160401,0.7692307692307692,0.7576767609436578,1.0,2
126,2023-10-26,126,0,0.21739130434782616,1,0.6666666666666667,0.01052631578947369,90,2023,10,26,3,0,0.4789473684210526,0.027568922305764413,0.7692307692307692,0.7576767609436578,0.5,0
127,2023-07-24,127,0,0.32608695652173914,1,0.3333333333333333,0.0,50,2023,7,24,0,0,0.49473684210526314,0.039264828738512954,0.8076923076923077,0.6236095644623227,0.75,1
128,2023-07-05,128,1,0.15217391304347827,0,0.0,1.0,500,2023,7,5,2,0,1.0,1.0,0.6923076923076923,0.7071067811865467,0.5,0
129,2023-04-23,129,0,0.06521739130434784,0,0.3333333333333333,0.5789473684210527,600,2023,4,23,6,1,0.2894736842105263,0.027568922305764413,0.6153846153846153,0.593171014001739,0.25,0
130,2023-03-12,130,0,0.8478260869565217,1,0.0,1.0,500,2023,3,12,6,1,0.7105263157894737,0.08103592314118631,0.5769230769230769,0.6666666666666661,0.5,3
131,2023-09-18,131,0,0.06521739130434784,0,0.3333333333333333,0.5789473684210527,600,2023,9,18,0,0,0.2894736842105263,0.027568922305764413,0.5,0.4303314829119352,0.25,0
132,2023-09-10,132,1,0.5217391304347826,2,1.0,0.05263157894736842,200,2023,9,10,6,1,0.2368421052631579,0.005847953216374269,0.5769230769230769,0.6666666666666661,0.5,1
133,2023-02-16,133,1,0.043478260869565244,2,0.6666666666666667,0.5789473684210527,900,2023,2,16,3,0,0.763157894736842,0.29824561403508776,0.5769230769230769,0.6666666666666661,1.0,0
134,2023-01-25,134,1,0.673913043478261,2,0.0,0.05263157894736842,50,2023,1,25,2,0,0.2368421052631579,0.005847953216374269,0.5384615384615384,0.720082299823095,0.75,2
135,2023-02-26,135,1,0.043478260869565244,1,0.3333333333333333,0.0,50,2023,2,26,6,1,0.4736842105263158,0.02255639097744361,0.5769230769230769,0.6666666666666661,0.25,0
136,2023-03-20,136,1,0.5652173913043479,2,0.3333333333333333,0.5789473684210527,600,2023,3,20,0,0,0.7894736842105263,0.598997493734336,0.5769230769230769,0.6666666666666661,0.5,2
137,2023-11-18,137,1,0.6086956521739131,0,0.3333333333333333,1.0,1000,2023,11,18,5,1,0.7105263157894737,0.08103592314118631,0.6153846153846153,0.593171014001739,0.5,2
138,2023-03-23,138,1,0.673913043478261,1,1.0,0.05263157894736842,200,2023,3,23,3,0,0.026315789473684237,0.002506265664160401,0.6923076923076923,0.7071067811865467,0.5,2
139,2023-12-15,139,1,0.3913043478260869,0,1.0,1.0,2000,2023,12,15,4,0,0.9736842105263157,0.4987468671679198,0.6923076923076923,0.7071067811865467,1.0,1
140,2023-08-05,140,1,0.4347826086956522,2,0.0,0.01052631578947369,30,2023,8,5,5,1,0.0052631578947368585,0.0005012531328320857,0.6153846153846153,0.7817359599705708,1.0,1
141,2023-11-02,141,0,0.08695652173913049,2,0.0,0.05263157894736842,50,2023,11,2,3,0,0.5210526315789473,0.08103592314118631,0.6153846153846153,0.7817359599705708,0.25,0
142,2023-02-02,142,1,0.3695652173913043,2,1.0,0.5789473684210527,1200,2023,2,2,3,0,0.763157894736842,0.29824561403508776,0.6923076923076923,0.8713548411865613,0.25,1
143,2023-07-17,143,0,0.5869565217391305,1,0.0,0.05263157894736842,50,2023,7,17,0,0,0.2368421052631579,0.005847953216374269,0.6538461538461537,0.9428090415820624,1.0,2
144,2023-07-15,144,0,0.8913043478260869,0,0.6666666666666667,1.0,1500,2023,7,15,5,1,0.9736842105263157,0.4987468671679198,0.6923076923076923,0.9428090415820622,0.25,3
145,2023-11-02,145,0,0.4565217391304348,1,0.6666666666666667,0.0,75,2023,11,2,3,0,0.0,0.0,0.6538461538461537,0.8713548411865613,0.75,1
146,2023-08-28,146,1,0.4347826086956522,1,1.0,0.05263157894736842,200,2023,8,28,0,0,0.5263157894736842,0.09774436090225565,0.6538461538461537,0.8713548411865613,0.75,1
147,2023-09-28,147,1,0.10869565217391308,2,0.0,0.5789473684210527,300,2023,9,28,3,0,0.763157894736842,0.29824561403508776,0.6538461538461537,0.8713548411865613,1.0,0
148,2023-05-09,148,1,0.0,1,0.3333333333333333,0.01052631578947369,60,2023,5,9,1,0,0.21578947368421053,0.002506265664160401,0.6923076923076923,0.7934920476158712,0.25,0
149,2023-10-11,149,1,0.08695652173913049,1,0.6666666666666667,0.0,75,2023,10,11,2,0,0.49473684210526314,0.039264828738512954,0.6538461538461537,0.7071067811865469,0.5,0
150,2023-01-06,150,0,0.8695652173913044,2,1.0,0.01052631578947369,120,2023,1,6,4,0,0.5052631578947369,0.05764411027568923,0.7692307692307692,0.6666666666666656,0.75,3
151,2023-12-15,151,1,0.23913043478260876,1,0.0,0.05263157894736842,50,2023,12,15,4,0,0.5210526315789473,0.08103592314118631,0.6923076923076923,0.7934920476158712,1.0,0
152,2023-02-28,152,1,0.5434782608695652,2,1.0,1.0,2000,2023,2,28,1,0,0.9736842105263157,0.4987468671679198,0.7307692307692307,0.8606629658238694,0.25,2
153,2023-12-16,153,1,0.9782608695652173,2,0.3333333333333333,1.0,1000,2023,12,16,5,1,0.5,0.04761904761904762,0.6538461538461537,0.7934920476158713,1.0,3
